2024-04-09 18:12:04,150 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-09 18:12:04,151 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Configure stats pid to 7982
2024-04-09 18:12:04,151 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Loading settings from /home/russellsb/.config/wandb/settings
2024-04-09 18:12:04,151 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Loading settings from /mnt/c/Users/rsamm/root/repos/Data Science for Business Package/4. Operations Department/wandb/settings
2024-04-09 18:12:04,151 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-04-09 18:12:04,152 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-04-09 18:12:04,157 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-09 18:12:04,157 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-04-09 18:12:04,157 INFO    MainThread:7982 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-09 18:12:04,158 INFO    MainThread:7982 [wandb_init.py:_log_setup():521] Logging user logs to /mnt/c/Users/rsamm/root/repos/Data Science for Business Package/4. Operations Department/wandb/run-20240409_181204-hif5cjpb/logs/debug.log
2024-04-09 18:12:04,159 INFO    MainThread:7982 [wandb_init.py:_log_setup():522] Logging internal logs to /mnt/c/Users/rsamm/root/repos/Data Science for Business Package/4. Operations Department/wandb/run-20240409_181204-hif5cjpb/logs/debug-internal.log
2024-04-09 18:12:04,159 INFO    MainThread:7982 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f29213c4340>
2024-04-09 18:12:04,159 INFO    MainThread:7982 [wandb_init.py:init():561] calling init triggers
2024-04-09 18:12:04,160 INFO    MainThread:7982 [wandb_init.py:init():568] wandb.init called with sweep_config: {}
config: {}
2024-04-09 18:12:04,160 INFO    MainThread:7982 [wandb_init.py:init():611] starting backend
2024-04-09 18:12:04,160 INFO    MainThread:7982 [wandb_init.py:init():615] setting up manager
2024-04-09 18:12:04,167 INFO    MainThread:7982 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-04-09 18:12:04,167 INFO    MainThread:7982 [wandb_init.py:init():623] backend started and connected
2024-04-09 18:12:04,176 INFO    MainThread:7982 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-04-09 18:12:04,177 INFO    MainThread:7982 [wandb_run.py:_label_probe_notebook():1309] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-04-09 18:12:04,177 INFO    MainThread:7982 [wandb_init.py:init():715] updated telemetry
2024-04-09 18:12:04,190 INFO    MainThread:7982 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-04-09 18:12:04,708 INFO    MainThread:7982 [wandb_run.py:_on_init():2357] communicating current version
2024-04-09 18:12:04,819 INFO    MainThread:7982 [wandb_run.py:_on_init():2366] got version response 
2024-04-09 18:12:04,820 INFO    MainThread:7982 [wandb_init.py:init():799] starting run threads in backend
2024-04-09 18:12:04,957 INFO    MainThread:7982 [wandb_run.py:_console_start():2335] atexit reg
2024-04-09 18:12:04,958 INFO    MainThread:7982 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-04-09 18:12:04,958 INFO    MainThread:7982 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-04-09 18:12:04,959 INFO    MainThread:7982 [wandb_run.py:_redirect():2280] Redirects installed.
2024-04-09 18:12:04,960 INFO    MainThread:7982 [wandb_init.py:init():842] run started, returning control to user process
2024-04-09 18:12:04,965 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:12:04,965 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:12:04,973 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:12:04,975 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:12:15,028 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:12:15,029 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:12:15,030 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:12:15,030 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:13:30,200 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:13:30,206 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:13:30,207 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:13:30,265 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:13:30,272 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:13:30,273 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:13:32,147 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:13:32,154 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:13:32,155 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:13:32,340 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:13:32,348 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:13:32,349 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:13:32,363 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:13:32,367 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:13:32,372 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:14:51,529 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:14:51,532 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:14:59,623 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:14:59,624 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:14:59,624 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:14:59,625 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:15:04,632 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:15:04,636 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:15:04,636 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:15:09,842 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:15:09,847 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:15:18,396 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:15:18,396 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:15:18,397 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:15:18,397 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:16:32,725 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-09 18:16:32,730 INFO    MainThread:7982 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-09 18:16:32,731 INFO    MainThread:7982 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-09 18:16:37,031 INFO    MainThread:7982 [wandb_init.py:_resume_backend():437] resuming backend
